Algorithm,Iteration,Lumens Config,Watts Config,Energy,Uniformity (IUDI),Avg Desk Lux,Objective
PSO_5_9_0.9,12,"[   0.            0.            0.            0.            0.
    0.         1361.63555717 3600.            0.            0.
 2942.24069112 3229.83956425 1388.6596994  3003.76966737    0.
 3600.          727.50441386    0.        ]","[np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(10.97208345828938), np.float64(29.008863819500405), np.float64(0.0), np.float64(0.0), np.float64(23.708627648060475), np.float64(26.026104466179394), np.float64(11.189844475460294), np.float64(24.20442922944962), np.float64(0.0), np.float64(29.008863819500405), np.float64(5.862243463825762), np.float64(0.0)]",160.0,0.28,[291.  362.  125.  251.  188.   83.9],44.836419753086425
PSO_5_9_0.9,13,"[   0.            0.            0.            0.         3600.
 2889.65821373 1197.49460908 3600.         2455.18400732 1471.42964258
 3600.         2777.79856671    0.         3600.           60.97318308
  144.27848763    0.         3196.07648114]","[np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(29.008863819500405), np.float64(23.284917113076435), np.float64(9.649432788740988), np.float64(29.008863819500405), np.float64(19.78391625558522), np.float64(11.856806144886628), np.float64(29.008863819500405), np.float64(22.383550094348017), np.float64(0.0), np.float64(29.008863819500405), np.float64(0.4913229901704859), np.float64(1.1625986110794237), np.float64(0.0), np.float64(25.754040943944606)]",230.5,0.26,[306. 386. 342. 277. 291. 344.],3.581435956790124
PSO_5_9_0.9,14,"[   0.         3600.           86.32016848  163.88615916 1700.50053017
    0.         3277.97680067 1235.45852645    0.         3490.38576854
  773.8096576   535.75008973 3600.         3600.         3600.
  276.12010993 3600.            0.        ]","[np.float64(0.0), np.float64(29.008863819500405), np.float64(0.6955694478731926), np.float64(1.32059757580274), np.float64(13.702663417932607), np.float64(0.0), np.float64(26.413995170575546), np.float64(9.955346707858325), np.float64(0.0), np.float64(28.1255903991944), np.float64(6.235371938786294), np.float64(4.3170837206210475), np.float64(29.008863819500405), np.float64(29.008863819500405), np.float64(29.008863819500405), np.float64(2.2249807408085425), np.float64(29.008863819500405), np.float64(0.0)]",237.9,0.29,[340. 353. 330. 373. 162. 298.],3.2656078703703706
PSO_5_9_0.9,15,"[3.00120334e-01 2.22009904e+03 1.78310330e+03 0.00000000e+00
 3.60000000e+03 1.19718095e+03 3.60000000e+03 0.00000000e+00
 1.55002337e+03 8.71021497e+02 3.60000000e+03 0.00000000e+00
 0.00000000e+00 0.00000000e+00 3.60000000e+03 0.00000000e+00
 0.00000000e+00 7.51112568e+02]","[np.float64(0.0024183749737760286), np.float64(17.889597461406), np.float64(14.368277966692206), np.float64(0.0), np.float64(29.008863819500405), np.float64(9.646905336059051), np.float64(29.008863819500405), np.float64(0.0), np.float64(12.490115809674638), np.float64(7.018706667956497), np.float64(29.008863819500405), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(29.008863819500405), np.float64(0.0), np.float64(0.0), np.float64(6.052478391146536)]",183.5,0.22,[181. 298. 330. 338. 205. 284.],3.931425154320988
PSO_5_9_0.9,16,"[   0.            0.         3600.            0.         3600.
 3600.         3600.         2969.65076445    0.            0.
 3600.            0.            0.         3600.            0.
    0.            0.         3595.91451598]","[np.float64(0.0), np.float64(0.0), np.float64(29.008863819500405), np.float64(0.0), np.float64(29.008863819500405), np.float64(29.008863819500405), np.float64(29.008863819500405), np.float64(23.929498504826988), np.float64(0.0), np.float64(0.0), np.float64(29.008863819500405), np.float64(0.0), np.float64(0.0), np.float64(29.008863819500405), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(28.97594291685267)]",226.9,0.24,[306. 290. 477. 457. 288. 208.],3.794541512345679
PSO_5_9_0.9,17,"[   0.            0.          269.25959155  174.65829254    0.
  335.87338015 2686.72088508 2823.04526734    0.          936.10987501
 3600.         3196.66387871 1082.23581406 2854.14188252    0.
 3053.59269268  207.67361351  294.27358366]","[np.float64(0.0), np.float64(0.0), np.float64(2.169698562041128), np.float64(1.4073996176012518), np.float64(0.0), np.float64(2.7064736515228187), np.float64(21.649644521222626), np.float64(22.748148810191786), np.float64(0.0), np.float64(7.543189967843087), np.float64(29.008863819500405), np.float64(25.758774203942917), np.float64(8.720675375208462), np.float64(22.99872588653214), np.float64(0.0), np.float64(24.605904050619266), np.float64(1.673437659226194), np.float64(2.371261753925102)]",173.3,0.32,[302. 379. 194. 280. 181. 120.],2.8118908950617283
PSO_5_9_0.9,18,"[   0.          761.61301816  280.26866481    0.         3600.
 2433.99580098 1440.70891469 3600.         2260.65993223 2078.72227858
 3600.         2494.52181525    0.         3600.         1335.46279354
    0.            0.         3178.47421632]","[np.float64(0.0), np.float64(6.137091201972048), np.float64(2.258409869574223), np.float64(0.0), np.float64(29.008863819500405), np.float64(19.61318131327263), np.float64(11.60925797497595), np.float64(29.008863819500405), np.float64(18.216437810036243), np.float64(16.75038097165681), np.float64(29.008863819500405), np.float64(20.10090100927049), np.float64(0.0), np.float64(29.008863819500405), np.float64(10.761182864926516), np.float64(0.0), np.float64(0.0), np.float64(25.61220158191404)]",247.1,0.24,[314. 426. 363. 325. 304. 366.],3.8332270061728395
PSO_5_9_0.9,19,"[   0.         3600.          696.56991019  227.97437894 2591.59369458
    0.         3600.         1301.49040442    0.         3235.89005325
 1093.37610617 1156.81350019 3600.         3600.         3600.
    0.         3600.            0.        ]","[np.float64(0.0), np.float64(29.008863819500405), np.float64(5.6129726848622585), np.float64(1.8370215869373585), np.float64(20.88310793376639), np.float64(0.0), np.float64(29.008863819500405), np.float64(10.487432751204139), np.float64(0.0), np.float64(26.074859413792513), np.float64(8.810444046531268), np.float64(9.321623692109222), np.float64(29.008863819500405), np.float64(29.008863819500405), np.float64(29.008863819500405), np.float64(0.0), np.float64(29.008863819500405), np.float64(0.0)]",257.0,0.29,[356. 393. 346. 412. 191. 326.],3.302186728395062
PSO_5_9_0.9,20,"[ 346.92091719 2519.55734925 1544.18373997    0.         3600.
 1434.07659363 3600.            0.         1549.33901312 1512.44801593
 3600.          895.49325078    0.           87.25562733 3600.
    0.          745.82294605 1964.77893326]","[np.float64(2.7954949007671206), np.float64(20.30263778603657), np.float64(12.443059951444422), np.float64(0.0), np.float64(29.008863819500405), np.float64(11.55581461428363), np.float64(29.008863819500405), np.float64(0.0), np.float64(12.484601233825424), np.float64(12.187332924470608), np.float64(29.008863819500405), np.float64(7.215900489793518), np.float64(0.0), np.float64(0.7031073918356956), np.float64(29.008863819500405), np.float64(0.0), np.float64(6.009854520938064), np.float64(15.832223475110176)]",217.5,0.33,[211. 343. 395. 349. 206. 317.],2.7865393518518515
PSO_5_9_0.9,21,"[   0.            0.         3003.91601767    0.         3600.
 3600.         3600.         2431.78688478  265.31424537    0.
 3600.            0.            0.         3600.            0.
    0.            0.         3600.        ]","[np.float64(0.0), np.float64(0.0), np.float64(24.205608522742143), np.float64(0.0), np.float64(29.008863819500405), np.float64(29.008863819500405), np.float64(29.008863819500405), np.float64(19.595381827390277), np.float64(2.1379068925500597), np.float64(0.0), np.float64(29.008863819500405), np.float64(0.0), np.float64(0.0), np.float64(29.008863819500405), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(29.008863819500405)]",219.9,0.24,[304. 286. 473. 416. 260. 213.],3.7811356481481484
PSO_5_9_0.9,22,"[   0.         1240.40672993 1037.99929836  613.94861435  216.73988163
 1588.04475983 2920.46020363 1486.4696078     0.         2371.95484035
 3377.18539371 2582.63392353  711.33680541 2585.96230433  461.13803776
  682.76104202  615.23019458 1376.73138317]","[np.float64(0.0), np.float64(9.995219419278873), np.float64(8.364216747477746), np.float64(4.947208818323108), np.float64(1.7464938084257597), np.float64(12.796492826995156), np.float64(23.533120093724264), np.float64(11.977998451281342), np.float64(0.0), np.float64(19.113254152729187), np.float64(27.213419772040464), np.float64(20.810909939773403), np.float64(5.731964588283778), np.float64(20.83773009133304), np.float64(3.715858483166565), np.float64(5.501700580370635), np.float64(4.957535814510073), np.float64(11.093725891752191)]",192.2,0.29,[285. 360. 325. 313. 178. 190.],3.178086728395062
PSO_5_9_0.9,23,"[ 794.30045809 2490.30271997 1516.28085435    0.         3330.8574815
 2142.54353055 2576.66210534 2382.94102312 2010.98150951 2415.64964708
 3600.         2342.7298444     0.         3600.         2872.38814901
    0.            0.         3001.54223375]","[np.float64(6.400487172377033), np.float64(20.066903464670464), np.float64(12.21821800439266), np.float64(0.0), np.float64(26.840108634200206), np.float64(17.26465375144105), np.float64(20.762788922946072), np.float64(19.20178100822867), np.float64(16.20452465358283), np.float64(19.4653476799405), np.float64(29.008863819500405), np.float64(18.877758617255196), np.float64(0.0), np.float64(29.008863819500405), np.float64(23.14575462537497), np.float64(0.0), np.float64(0.0), np.float64(24.186480529853974)]",282.7,0.25,[363. 496. 452. 429. 312. 366.],3.791405401234568
PSO_5_9_0.9,24,"[  35.36804782 3600.         1266.90091207  313.20776269 3395.51180577
    0.         3600.         1358.25422892    0.         2707.44254393
 1972.97601561 1784.34825455 3502.12743374 3600.         3600.
    0.         2798.01051992  445.67153177]","[np.float64(0.2849963562881561), np.float64(29.008863819500405), np.float64(10.208710008582985), np.float64(2.5238337041877648), np.float64(27.36109432531622), np.float64(0.0), np.float64(29.008863819500405), np.float64(10.944836655270725), np.float64(0.0), np.float64(21.816620015577563), np.float64(15.89827571001578), np.float64(14.378309867448179), np.float64(28.220204945528526), np.float64(29.008863819500405), np.float64(29.008863819500405), np.float64(0.0), np.float64(22.546418371611292), np.float64(3.5912291036674913)]",273.7,0.3,[392. 453. 365. 439. 216. 336.],3.2241692901234567
PSO_5_9_0.9,25,"[1299.67510152 3547.11758409 1297.3526186     0.         3204.82845864
 1770.81354363 3600.            0.         1546.48465465 2344.72073403
 3600.         2504.36530625    0.          319.8961145  3505.40495236
    0.         1883.88629857 3600.        ]","[np.float64(10.47280500823885), np.float64(28.58273637458667), np.float64(10.45409039970332), np.float64(0.0), np.float64(25.824564533795364), np.float64(14.269246926901122), np.float64(29.008863819500405), np.float64(0.0), np.float64(12.461600762667041), np.float64(18.8938012411481), np.float64(29.008863819500405), np.float64(20.180220034284606), np.float64(0.0), np.float64(2.577728561605259), np.float64(28.246615248668192), np.float64(0.0), np.float64(15.180389190695571), np.float64(29.008863819500405)]",274.3,0.41,[281. 427. 508. 389. 213. 347.],2.015318364197531
PSO_5_9_0.9,26,"[   0.         1007.53797023 2661.36874307    0.         3600.
 3600.         3600.         1712.25350635  719.72255745    0.
 3600.          402.34683174    0.         3094.63775086    0.
    0.           27.98523854 3533.50501417]","[np.float64(0.0), np.float64(8.11875882539792), np.float64(21.445356511426407), np.float64(0.0), np.float64(29.008863819500405), np.float64(29.008863819500405), np.float64(29.008863819500405), np.float64(13.797369108353774), np.float64(5.7995371268818365), np.float64(0.0), np.float64(29.008863819500405), np.float64(3.242117902842859), np.float64(0.0), np.float64(24.93664585701949), np.float64(0.0), np.float64(0.0), np.float64(0.2255055482995258), np.float64(28.473046044882796)]",221.9,0.24,[292. 289. 499. 408. 245. 226.],3.7849658950617284
PSO_5_9_0.9,27,"[   0.         3341.86327874 1865.27861635 1002.43018289 1207.13465946
 2723.84800467 3147.11015719  182.66583299  286.18081972 3600.
 3184.35293294 1933.79715549  244.87696635 2129.80586758 1794.80799024
    0.         1171.19472394 2462.86149933]","[np.float64(0.0), np.float64(26.928793543401166), np.float64(15.030448157558512), np.float64(8.077600184461913), np.float64(9.72711248555954), np.float64(21.94881550902301), np.float64(25.359469437477262), np.float64(1.4719245204994074), np.float64(2.306050118589134), np.float64(29.008863819500405), np.float64(25.65957238467946), np.float64(15.582571760585353), np.float64(1.9732229359529259), np.float64(17.16201343735117), np.float64(14.462594603088602), np.float64(0.0), np.float64(9.437507848037415), np.float64(19.84578162235424)]",244.0,0.24,[270. 378. 485. 387. 209. 303.],3.82729012345679
PSO_5_9_0.9,28,"[1585.67727719 3600.         2598.59267002    0.         2886.99421337
 1884.77883194 3600.         1196.93907515 1677.38555059 2664.83307502
 3600.         2200.61021371    0.         3462.89103822 3600.
    0.          211.40898475 2847.74296153]","[np.float64(12.777415609906088), np.float64(29.008863819500405), np.float64(20.939505801916813), np.float64(0.0), np.float64(23.263450550889544), np.float64(15.187581240415271), np.float64(29.008863819500405), np.float64(9.644956286464629), np.float64(13.516402502718723), np.float64(21.473272159740663), np.float64(29.008863819500405), np.float64(17.73255611370368), np.float64(0.0), np.float64(27.90403737489477), np.float64(29.008863819500405), np.float64(0.0), np.float64(1.7035373468737953), np.float64(22.947163267782006)]",303.0,0.27,[400. 527. 513. 497. 305. 352.],3.6102824074074067
PSO_5_9_0.9,29,"[ 323.14186514 3600.         1960.55962501  339.67679343 3600.
  287.47928985 3600.         1356.97364883    0.         2214.99306339
 3143.29316359 2444.8222671  3100.06953007 3600.         3600.
    0.         2057.4956503  1887.47085471]","[np.float64(2.603882877865928), np.float64(29.008863819500405), np.float64(15.798224214454635), np.float64(2.7371216231471514), np.float64(29.008863819500405), np.float64(2.316513213922735), np.float64(29.008863819500405), np.float64(10.934517718195925), np.float64(0.0), np.float64(17.848453371380636), np.float64(25.328712035412646), np.float64(19.700421169220196), np.float64(24.98041523024452), np.float64(29.008863819500405), np.float64(29.008863819500405), np.float64(0.0), np.float64(16.57933642465912), np.float64(15.209273607649282)]",298.9,0.37,[444. 526. 432. 472. 241. 324.],2.502430401234568
PSO_5_9_0.9,30,"[2173.78141366 3600.         1467.47652932    0.         2723.36495144
 2139.86068057 3600.          130.36752455 1580.64361115 3147.97867258
 3600.         3600.            0.         2066.16467828 3267.36512113
    0.         2561.97373023 3600.        ]","[np.float64(17.516369167254897), np.float64(29.008863819500405), np.float64(11.824951888183417), np.float64(0.0), np.float64(21.944923057545996), np.float64(17.24303529871703), np.float64(29.008863819500405), np.float64(1.0505038239106832), np.float64(12.736854239708565), np.float64(25.366467949861825), np.float64(29.008863819500405), np.float64(29.008863819500405), np.float64(0.0), np.float64(16.6491916058252), np.float64(26.328486068733344), np.float64(0.0), np.float64(20.64442973591522), np.float64(29.008863819500405)]",316.1,0.42,[383. 527. 537. 416. 234. 371.],1.9853705246913582
PSO_5_9_0.9,31,"[   0.         3015.01767592 2334.96988041    0.         3600.
 3600.         3600.         1057.92697515 1383.60056115  114.12469045
 3600.         1384.77770848    0.         2679.90316237  847.79171589
    0.          140.21387447 3350.50891859]","[np.float64(0.0), np.float64(24.295065881719108), np.float64(18.815228689874335), np.float64(0.0), np.float64(29.008863819500405), np.float64(29.008863819500405), np.float64(29.008863819500405), np.float64(8.524794320293822), np.float64(11.149077849711048), np.float64(0.9196187787959847), np.float64(29.008863819500405), np.float64(11.15856332380978), np.float64(0.0), np.float64(21.59470719073622), np.float64(6.83152067596393), np.float64(0.0), np.float64(1.1298458861344394), np.float64(26.998460262625766)]",247.3,0.23,[295. 356. 560. 445. 251. 255.],3.943610030864198
PSO_5_9_0.9,32,"[   0.         3600.         2713.98979983 1236.75512916 2267.93579123
 3600.         3543.18885714    0.         1214.63497388 3600.
 3157.92252787 1460.48548111    0.         1957.84488907 3246.66065622
    0.         1607.77702688 3536.86081571]","[np.float64(0.0), np.float64(29.008863819500405), np.float64(21.869377919672406), np.float64(9.96579475548075), np.float64(18.275066810841125), np.float64(29.008863819500405), np.float64(28.55107862320487), np.float64(0.0), np.float64(9.787550152112143), np.float64(29.008863819500405), np.float64(25.44659571210062), np.float64(11.768617897737533), np.float64(0.0), np.float64(15.776348824127894), np.float64(26.161649123442533), np.float64(0.0), np.float64(12.955495784659977), np.float64(28.500087153193217)]",296.3,0.2,[271. 418. 585. 454. 294. 394.],4.367451080246914
PSO_5_9_0.9,33,"[2297.91641438 3600.         3572.67330412    0.         2487.51727204
 1652.79060318 3600.          129.53732198 1377.14918756 2889.09816017
 3600.         2072.70254609    0.         3339.49297263 3600.
    0.          401.67707102 2709.32361653]","[np.float64(18.51665120368224), np.float64(29.008863819500405), np.float64(28.788664819688545), np.float64(0.0), np.float64(20.044458275909946), np.float64(13.318215980492074), np.float64(29.008863819500405), np.float64(1.0438140368769881), np.float64(11.097092566941027), np.float64(23.28040419156081), np.float64(29.008863819500405), np.float64(16.70187386050732), np.float64(0.0), np.float64(26.909693574749696), np.float64(29.008863819500405), np.float64(0.0), np.float64(3.2367209590602113), np.float64(21.83177773191724)]",300.6,0.3,[423. 524. 499. 490. 287. 336.],3.2756861111111113
PSO_5_9_0.9,34,"[1109.26030758 3600.         2782.50379499  227.30456754 3600.
  767.50173655 3600.         1339.18544302  326.44306632 1935.66649579
 3600.         2896.08468917 1486.29955307 3571.11174841 3600.
    0.          728.18126078 3477.01056811]","[np.float64(8.938439223081584), np.float64(29.008863819500405), np.float64(22.421464907228863), np.float64(1.8316242347971436), np.float64(29.008863819500405), np.float64(6.184542599144941), np.float64(29.008863819500405), np.float64(10.791180040454506), np.float64(2.6304840154670877), np.float64(15.597634937894801), np.float64(29.008863819500405), np.float64(23.3367017660582), np.float64(11.976628147219717), np.float64(28.776081776070416), np.float64(29.008863819500405), np.float64(0.0), np.float64(5.867697508283265), np.float64(28.017812797046915)]",311.3,0.32,[445. 564. 503. 507. 273. 314.],3.076177932098765
PSO_5_9_0.9,35,"[2967.74665004 3600.         1820.75212174    0.         2193.38004266
 2249.86093877 3600.          247.37280794 1562.58907589 3600.
 3600.         3600.            0.         3600.         3102.46989531
    0.         2552.08898719 3600.        ]","[np.float64(23.914155117160792), np.float64(29.008863819500405), np.float64(14.671652874592326), np.float64(0.0), np.float64(17.674295267189315), np.float64(18.129419329340763), np.float64(29.008863819500405), np.float64(1.9933344717549488), np.float64(12.591370474566425), np.float64(29.008863819500405), np.float64(29.008863819500405), np.float64(29.008863819500405), np.float64(0.0), np.float64(29.008863819500405), np.float64(24.999757415861534), np.float64(0.0), np.float64(20.56477830130106), np.float64(29.008863819500405)]",337.6,0.38,[468. 576. 553. 442. 252. 371.],2.4665456790123454
PSO_5_9_0.9,36,"[   0.         3600.         1855.73267734    0.         3600.
 3600.         3600.          458.60303807 2025.69434774 1177.17740628
 3600.         2710.48867024    0.         2316.81863144 2411.73364522
    0.          525.06451581 3267.33771016]","[np.float64(0.0), np.float64(29.008863819500405), np.float64(14.953526811776895), np.float64(0.0), np.float64(29.008863819500405), np.float64(29.008863819500405), np.float64(29.008863819500405), np.float64(3.695431410700741), np.float64(16.323080964880106), np.float64(9.48571640841136), np.float64(29.008863819500405), np.float64(21.841165755378302), np.float64(0.0), np.float64(18.66896560387793), np.float64(19.433792467501835), np.float64(0.0), np.float64(4.230979176560068), np.float64(26.32826519063593)]",279.9,0.23,[297. 458. 577. 437. 258. 325.],4.006043055555556
