Algorithm,Iteration,Lumens Config,Watts Config,Energy,Uniformity (IUDI),Avg Desk Lux,Objective
PSO_5_9_0.9,11,"[   0.          953.57545898 2257.73452648    0.         1952.16762782
 3600.          943.67136145 3600.         3600.         3600.
 1841.33287652 3600.            0.         1420.15965682 3600.
    0.         3600.         3424.09457451]","[np.float64(0.0), np.float64(7.683927953094321), np.float64(18.19286483867264), np.float64(0.0), np.float64(15.730601352316077), np.float64(29.008863819500405), np.float64(7.604120559608703), np.float64(29.008863819500405), np.float64(29.008863819500405), np.float64(29.008863819500405), np.float64(14.837492961458867), np.float64(29.008863819500405), np.float64(0.0), np.float64(11.44367169073384), np.float64(29.008863819500405), np.float64(0.0), np.float64(29.008863819500405), np.float64(27.591414782546416)]",306.0,0.17,[201. 443. 406. 402. 441. 448.],4.716027777777778
PSO_5_9_0.9,12,"[   0.            0.            0.         3600.         2599.3883536
 2755.72260121 2604.04021278  135.00039183 3274.34240232 3600.
 2475.84189416 1124.66275228    0.          821.38135722 1829.46248168
 3600.            0.            0.        ]","[np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(29.008863819500405), np.float64(20.945917434310854), np.float64(22.205661573036455), np.float64(20.983402198087703), np.float64(1.087835550618549), np.float64(26.384709124294215), np.float64(29.008863819500405), np.float64(19.950377873996757), np.float64(9.062552395463916), np.float64(0.0), np.float64(6.618705537653288), np.float64(14.741841109404643), np.float64(29.008863819500405), np.float64(0.0), np.float64(0.0)]",229.0,0.17,[156. 267. 253. 201. 364. 547.],4.568563271604938
PSO_5_9_0.9,13,"[ 596.14593548  458.87848984    0.          100.9372667  2185.11676781
 1256.151586    106.90079933 2171.02945655    0.         3600.
 1605.66373832 3600.         3600.         3205.14788192    0.
    0.         3019.48074729 3600.        ]","[np.float64(4.803754516379076), np.float64(3.697651005931599), np.float64(0.0), np.float64(0.8133542844327739), np.float64(17.607709651940546), np.float64(10.122091748582884), np.float64(0.8614085360657615), np.float64(17.49419384809769), np.float64(0.0), np.float64(29.008863819500405), np.float64(12.938466867985532), np.float64(29.008863819500405), np.float64(29.008863819500405), np.float64(25.827138452224048), np.float64(0.0), np.float64(0.0), np.float64(24.331029389914168), np.float64(29.008863819500405)]",234.4,0.36,[380. 351. 282. 192. 156. 308.],2.488904938271605
PSO_5_9_0.9,14,"[3600.          653.45736026    0.            0.         3600.
  422.43635889 1514.14181001 3600.         3600.         1057.94104616
    0.         3600.            0.         3600.         3600.
  386.4788618     0.            0.        ]","[np.float64(29.008863819500405), np.float64(5.265570993191577), np.float64(0.0), np.float64(0.0), np.float64(29.008863819500405), np.float64(3.4039996687544303), np.float64(12.20098154721957), np.float64(29.008863819500405), np.float64(29.008863819500405), np.float64(8.524907704785251), np.float64(0.0), np.float64(29.008863819500405), np.float64(0.0), np.float64(29.008863819500405), np.float64(29.008863819500405), np.float64(3.114253519744802), np.float64(0.0), np.float64(0.0)]",235.5,0.31,[322. 441. 177. 314. 353. 375.],3.0410115740740737
PSO_5_9_0.9,15,"[ 689.78999338    0.         3600.         3600.         3600.
 3600.         3600.         3600.         3600.         3600.
  910.25218714    0.           84.95728972    0.         1800.00894104
    0.         3265.42920469 3098.63887731]","[np.float64(5.558339995040116), np.float64(0.0), np.float64(29.008863819500405), np.float64(29.008863819500405), np.float64(29.008863819500405), np.float64(29.008863819500405), np.float64(29.008863819500405), np.float64(29.008863819500405), np.float64(29.008863819500405), np.float64(29.008863819500405), np.float64(7.334828260596901), np.float64(0.0), np.float64(0.6845873466543639), np.float64(0.0), np.float64(14.50450395680296), np.float64(0.0), np.float64(26.312886419704967), np.float64(24.968887004908616)]",311.4,0.17,[129. 170. 454. 505. 613. 625.],4.726369444444444
PSO_5_9_0.9,16,"[   0.         1531.07803307 2747.92364073  286.40969363 3090.49347217
 3600.          648.148671   3409.92151896 3600.         3600.
 1106.39509345 3600.            0.         1372.72886644 3600.
    0.         3600.         3600.        ]","[np.float64(0.0), np.float64(12.337453932898962), np.float64(22.142817411224474), np.float64(2.3078943886219383), np.float64(24.903251185907916), np.float64(29.008863819500405), np.float64(5.222793481073328), np.float64(27.47720804963877), np.float64(29.008863819500405), np.float64(29.008863819500405), np.float64(8.915351276793087), np.float64(29.008863819500405), np.float64(0.0), np.float64(11.061473541036266), np.float64(29.008863819500405), np.float64(0.0), np.float64(29.008863819500405), np.float64(29.008863819500405)]",317.3,0.15,[178. 424. 422. 424. 467. 501.],4.957668672839505
PSO_5_9_0.9,17,"[   0.            0.            0.         3013.06617564 2953.52894238
 2955.14235962 2832.49917928  263.5198315  2554.83519153 3600.
 2198.10978375 1268.31846103    0.          872.67261978 1804.2642157
 3600.          308.66793384    0.        ]","[np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(24.279340657849755), np.float64(23.799588576768564), np.float64(23.812589521495237), np.float64(22.82432860016198), np.float64(2.123447473811658), np.float64(20.58690726457522), np.float64(29.008863819500405), np.float64(17.71240760474768), np.float64(10.220132643262064), np.float64(0.0), np.float64(7.032011440622031), np.float64(14.538793035438742), np.float64(29.008863819500405), np.float64(2.4872516828754656), np.float64(0.0)]",227.3,0.16,[149. 263. 269. 210. 322. 519.],4.675307561728395
PSO_5_9_0.9,18,"[ 342.57545701  651.12554208  296.01737601   68.54488819 3311.33950641
 1978.07965222  824.67096559 2194.6687471  1000.9331389  3600.
 1905.61317529 3600.         3548.12389125 2594.52383177    0.
    0.         2633.28846475 3600.        ]","[np.float64(2.7604791056802807), np.float64(5.246781160976502), np.float64(2.3853132635778196), np.float64(0.5523359241412001), np.float64(26.682832444862548), np.float64(15.939400904231709), np.float64(6.645213260163643), np.float64(17.684679670399948), np.float64(8.065536977414173), np.float64(29.008863819500405), np.float64(15.355464748472555), np.float64(29.008863819500405), np.float64(28.59084521555985), np.float64(20.906719031181197), np.float64(0.0), np.float64(0.0), np.float64(21.21908513091928), np.float64(29.008863819500405)]",259.1,0.36,[364. 347. 342. 241. 213. 385.],2.5362084876543216
PSO_5_9_0.9,19,"[3192.80475615  930.5146377     0.            0.         3600.
 1064.54924303 2556.51746385 3571.21591398 3600.         1152.50338503
    0.         3600.            0.         3600.         3600.
  347.57489923    0.            0.        ]","[np.float64(25.727677325922535), np.float64(7.49810344642031), np.float64(0.0), np.float64(0.0), np.float64(29.008863819500405), np.float64(8.57815667227711), np.float64(20.60046304473747), np.float64(28.77692114409142), np.float64(29.008863819500405), np.float64(9.286892707758609), np.float64(0.0), np.float64(29.008863819500405), np.float64(0.0), np.float64(29.008863819500405), np.float64(29.008863819500405), np.float64(2.8007646997125977), np.float64(0.0), np.float64(0.0)]",248.3,0.3,[311. 444. 249. 361. 358. 380.],3.1755251543209875
PSO_5_9_0.9,20,"[ 409.70458579    0.         3600.         3600.         3600.
 3600.         3600.         3600.         3600.         3600.
 1294.52641881  450.38909333    0.            0.         2583.42151229
    0.         3192.62950959 2976.37309702]","[np.float64(3.3014068154041194), np.float64(0.0), np.float64(29.008863819500405), np.float64(29.008863819500405), np.float64(29.008863819500405), np.float64(29.008863819500405), np.float64(29.008863819500405), np.float64(29.008863819500405), np.float64(29.008863819500405), np.float64(29.008863819500405), np.float64(10.431316831640967), np.float64(3.629243298375886), np.float64(0.0), np.float64(0.0), np.float64(20.817256343980784), np.float64(0.0), np.float64(25.726265186098377), np.float64(23.983667179824494)]",319.8,0.22,[133. 229. 452. 510. 618. 628.],4.192456481481482
PSO_5_9_0.9,21,"[   0.         2067.59323038 3070.27575713  637.19983428 3600.
 3600.          963.19540058 2598.91090549 3600.         3448.40155301
  759.46848514 3600.            0.         1249.92348902 3600.
    0.         3600.         3600.        ]","[np.float64(0.0), np.float64(16.66070290391454), np.float64(24.740336479698186), np.float64(5.13456756064984), np.float64(29.008863819500405), np.float64(29.008863819500405), np.float64(7.761445613054356), np.float64(20.942070149024776), np.float64(29.008863819500405), np.float64(27.787280846206137), np.float64(6.11981051681489), np.float64(29.008863819500405), np.float64(0.0), np.float64(10.071905632679176), np.float64(29.008863819500405), np.float64(0.0), np.float64(29.008863819500405), np.float64(29.008863819500405)]",322.2,0.15,[165. 413. 449. 434. 467. 525.],4.967052777777777
PSO_5_9_0.9,22,"[   0.          488.73178872    0.         1885.3568887  3562.61575794
 3300.79307155 3246.93266899  686.83715079 1664.44382455 3600.
 1725.94338433 2111.33766477    0.         1047.75043323 2509.07418488
 1967.39632384 1299.16438144 1197.16180795]","[np.float64(0.0), np.float64(3.938209417543278), np.float64(0.0), np.float64(15.192239232067651), np.float64(28.70762093427106), np.float64(26.597849085788663), np.float64(26.163841007142423), np.float64(5.53454593709834), np.float64(13.412117844857876), np.float64(29.008863819500405), np.float64(13.907682387808533), np.float64(17.013196331749555), np.float64(0.0), np.float64(8.442791565077199), np.float64(20.21816426171178), np.float64(15.853314454821412), np.float64(10.468689616729284), np.float64(9.646751071345156)]",244.0,0.16,[154. 313. 359. 258. 265. 476.],4.707290123456789
PSO_5_9_0.9,23,"[ 328.81511195  945.02763828 1094.0657766   704.15957739 3600.
 3280.61729952 2816.28896142 2085.93271796 2686.38192075 3600.
 2289.25169402 3600.         2809.58501501 1670.41792151  887.03668954
    0.         1852.1972936  3111.24631812]","[np.float64(2.649598001223862), np.float64(7.615049462350254), np.float64(8.816001423081222), np.float64(5.674130357693237), np.float64(29.008863819500405), np.float64(26.435272357113547), np.float64(22.693706377290916), np.float64(16.80848281995323), np.float64(21.646913140647072), np.float64(29.008863819500405), np.float64(18.44683073347868), np.float64(29.008863819500405), np.float64(22.63968585829249), np.float64(13.460257224059644), np.float64(7.147757369362693), np.float64(0.0), np.float64(14.925038626928142), np.float64(25.070477986422386)]",300.8,0.34,[329. 373. 456. 359. 338. 478.],2.8360691358024686
PSO_5_9_0.9,24,"[2225.37950678 1253.46548391    0.          114.97454861 3600.
 2381.39890588 3567.05176743 2763.09419942 3600.         1422.66245144
    0.         3600.            0.         3600.         3600.
  331.2283996     0.         1083.24472088]","[np.float64(17.93214751631907), np.float64(10.100447090323243), np.float64(0.0), np.float64(0.9264669508886003), np.float64(29.008863819500405), np.float64(19.18935460019246), np.float64(28.74336637732903), np.float64(22.265062042051063), np.float64(29.008863819500405), np.float64(11.463839254151242), np.float64(0.0), np.float64(29.008863819500405), np.float64(0.0), np.float64(29.008863819500405), np.float64(29.008863819500405), np.float64(2.669044315867903), np.float64(0.0), np.float64(8.728805164221388)]",267.0,0.29,[284. 446. 383. 386. 342. 394.],3.321337962962963
PSO_5_9_0.9,25,"[ 211.358142      0.         3600.         3600.         3600.
 3600.         3600.         3600.         2682.60926718 3600.
 1659.45080515  780.85000083    0.            0.         3290.76181895
    0.         3003.2922123  2931.08559686]","[np.float64(1.7031276550929935), np.float64(0.0), np.float64(29.008863819500405), np.float64(29.008863819500405), np.float64(29.008863819500405), np.float64(29.008863819500405), np.float64(29.008863819500405), np.float64(29.008863819500405), np.float64(21.61651303128526), np.float64(29.008863819500405), np.float64(13.37188400600565), np.float64(6.292103149330652), np.float64(0.0), np.float64(0.0), np.float64(26.517017074512108), np.float64(0.0), np.float64(24.200581888007576), np.float64(23.618739700701465)]",320.3,0.18,[141. 278. 451. 511. 585. 595.],4.633414043209877
PSO_5_9_0.9,26,"[   0.         2438.46731119 2938.67942758 1194.77765135 3600.
 3600.         1261.58561988 1782.53710442 3600.         3194.95167066
  827.33544363 3600.            0.         1089.16090801 3600.
    0.         3600.         3600.        ]","[np.float64(0.0), np.float64(19.64921282180429), np.float64(23.679930923299217), np.float64(9.627539495186886), np.float64(29.008863819500405), np.float64(29.008863819500405), np.float64(10.165879289913867), np.float64(14.363715587590303), np.float64(29.008863819500405), np.float64(25.744977201109496), np.float64(6.666683671486202), np.float64(29.008863819500405), np.float64(0.0), np.float64(8.776477905014852), np.float64(29.008863819500405), np.float64(0.0), np.float64(29.008863819500405), np.float64(29.008863819500405)]",321.7,0.15,[164. 411. 470. 422. 455. 531.],4.966095216049382
PSO_5_9_0.9,27,"[   0.         1413.82160422  349.1496735   900.68015841 3600.
 3546.1632312  3600.         2011.90885022  782.2489593  3436.02255914
 1398.11459336 3007.36336116    0.         1228.28164066 3584.37649398
    0.         2561.84312047 3456.57840135]","[np.float64(0.0), np.float64(11.39259955050228), np.float64(2.8134542587025395), np.float64(7.257696683363039), np.float64(29.008863819500405), np.float64(28.57504618208847), np.float64(29.008863819500405), np.float64(16.21199718149236), np.float64(6.303375981499037), np.float64(27.687530694083808), np.float64(11.266032178577689), np.float64(24.23338727767423), np.float64(0.0), np.float64(9.897515234947985), np.float64(28.882969330995707), np.float64(0.0), np.float64(20.643377280155672), np.float64(27.853170035052898)]",281.1,0.16,[176. 390. 502. 371. 257. 416.],4.778341203703703
PSO_5_9_0.9,28,"[ 334.99815102 1463.38608001 1835.59480172 1289.65346416 3600.
 3600.         3600.         1932.22508861 3600.         3600.
 2472.34858563 3315.01887479 1069.7860324   712.74451023 2874.35968651
    0.         1110.90292671 2662.80699089]","[np.float64(2.6994210396132425), np.float64(11.791990975119914), np.float64(14.791255453018003), np.float64(10.392050476727134), np.float64(29.008863819500405), np.float64(29.008863819500405), np.float64(29.008863819500405), np.float64(15.569904017812757), np.float64(29.008863819500405), np.float64(29.008863819500405), np.float64(19.922228731872384), np.float64(26.712480860498278), np.float64(8.6203548138364), np.float64(5.743307898710239), np.float64(23.16164130948906), np.float64(0.0), np.float64(8.951675477138844), np.float64(21.456945937907967)]",314.9,0.28,[249. 412. 491. 433. 425. 529.],3.5230723765432095
PSO_5_9_0.9,29,"[ 809.70517532 1620.20042572    0.          288.79066504 3600.
 3600.         3600.         1700.4497     3600.         2053.19004913
    0.         3600.            0.         3080.51993732 3600.
  262.53291715    0.         2754.08997648]","[np.float64(6.524618656887908), np.float64(13.055603752752765), np.float64(0.0), np.float64(2.3270802984894785), np.float64(29.008863819500405), np.float64(29.008863819500405), np.float64(29.008863819500405), np.float64(13.702253827580977), np.float64(29.008863819500405), np.float64(16.54464181406959), np.float64(0.0), np.float64(29.008863819500405), np.float64(0.0), np.float64(24.822884265277082), np.float64(29.008863819500405), np.float64(2.1154949004835255), np.float64(0.0), np.float64(22.192505853984862)]",275.2,0.29,[222. 428. 495. 367. 316. 422.],3.337041975308642
PSO_5_9_0.9,30,"[ 405.68602781    0.         3419.14614103 3516.4947632  3600.
 3600.         3600.         3600.         2026.30767287 3600.
 2209.85087606 1424.74315801  375.19870702   94.54814088 3600.
    0.         1984.7962528  2944.6152959 ]","[np.float64(3.2690252039623418), np.float64(0.0), np.float64(27.551540217810526), np.float64(28.3359771410282), np.float64(29.008863819500405), np.float64(29.008863819500405), np.float64(29.008863819500405), np.float64(29.008863819500405), np.float64(16.328023149606437), np.float64(29.008863819500405), np.float64(17.807017534729578), np.float64(11.480605624607849), np.float64(3.023357832575767), np.float64(0.7618705953665299), np.float64(29.008863819500405), np.float64(0.0), np.float64(15.99352339078467), np.float64(23.72776225541595)]",322.3,0.25,[189. 337. 455. 505. 551. 563.],3.8672442901234567
PSO_5_9_0.9,31,"[   0.         2642.55313188 2413.31181457 1715.71861029 3600.
 3600.         2039.62467118 1063.85331615 3600.         3088.56793004
 1001.45401103 3600.            0.          843.26501981 3600.
    0.         3600.         3600.        ]","[np.float64(0.0), np.float64(21.293739982954488), np.float64(19.446509384126042), np.float64(13.825290977376465), np.float64(29.008863819500405), np.float64(29.008863819500405), np.float64(16.43533175810835), np.float64(8.57254888114227), np.float64(29.008863819500405), np.float64(24.88773513331304), np.float64(8.069734174297563), np.float64(29.008863819500405), np.float64(0.0), np.float64(6.795044478702228), np.float64(29.008863819500405), np.float64(0.0), np.float64(29.008863819500405), np.float64(29.008863819500405)]",322.3,0.14,[163. 409. 500. 411. 435. 540.],5.077244290123457
PSO_5_9_0.9,32,"[   0.         2378.43368342 1193.51107262  190.69113976 3600.
 3600.         3600.         3146.73870502 1366.44685404 3024.17107851
 1503.15935    3600.            0.         1212.71508613 3600.
    0.         2807.52643368 3600.        ]","[np.float64(0.0), np.float64(19.16546078501752), np.float64(9.617333381341691), np.float64(1.5365925846966833), np.float64(29.008863819500405), np.float64(29.008863819500405), np.float64(29.008863819500405), np.float64(25.356476269330788), np.float64(11.010852973719583), np.float64(24.36882416207138), np.float64(12.11248468977477), np.float64(29.008863819500405), np.float64(0.0), np.float64(9.7720796626303), np.float64(29.008863819500405), np.float64(0.0), np.float64(22.62309777338783), np.float64(29.008863819500405)]",309.6,0.16,[191. 429. 551. 479. 326. 408.],4.832922222222222
PSO_5_9_0.9,33,"[ 205.65682998 1975.93675514 2314.31921512 1505.5462478  3600.
 3600.         3600.         2303.38715251 3600.         3600.
 2634.36054942 3117.60775549    0.            0.         3600.
    0.         1236.80830707 2561.73187181]","[np.float64(1.6571863818066157), np.float64(15.922133401590083), np.float64(18.64882526285238), np.float64(12.131718354521201), np.float64(29.008863819500405), np.float64(29.008863819500405), np.float64(29.008863819500405), np.float64(18.560734508572686), np.float64(29.008863819500405), np.float64(29.008863819500405), np.float64(21.22772400822618), np.float64(25.121738561534706), np.float64(0.0), np.float64(0.0), np.float64(29.008863819500405), np.float64(0.0), np.float64(9.966223264033912), np.float64(20.642480836501143)]",317.8,0.21,[190. 414. 499. 479. 465. 541.],4.298626234567902
PSO_5_9_0.9,34,"[   0.         2122.66108242    0.          438.78910849 3600.
 3600.         3600.         1356.85823212 3356.52969651 3084.55814153
    0.         3600.            0.         2407.33949323 3600.
   74.44121028    0.         3600.        ]","[np.float64(0.0), np.float64(17.104440631909224), np.float64(0.0), np.float64(3.5357704149360516), np.float64(29.008863819500405), np.float64(29.008863819500405), np.float64(29.008863819500405), np.float64(10.933587688308899), np.float64(27.046975797813502), np.float64(24.85542418640952), np.float64(0.0), np.float64(29.008863819500405), np.float64(0.0), np.float64(19.398384312881173), np.float64(29.008863819500405), np.float64(0.5998485920667325), np.float64(0.0), np.float64(29.008863819500405)]",277.4,0.15,[174. 406. 536. 369. 305. 457.],4.881255246913579
PSO_5_9_0.9,35,"[ 506.79157713    0.         2977.71487364 3349.3329378  3600.
 3600.         3600.         3600.         1271.79794583 3600.
 2443.27793471 2198.61607696  598.93441184  698.78318094 3600.
    0.         1373.22327157 2983.63603377]","[np.float64(4.083735512722198), np.float64(0.0), np.float64(23.994479239614325), np.float64(26.98898418856211), np.float64(29.008863819500405), np.float64(29.008863819500405), np.float64(29.008863819500405), np.float64(29.008863819500405), np.float64(10.248170393438865), np.float64(29.008863819500405), np.float64(19.687976911466322), np.float64(17.716487324423813), np.float64(4.8262241082716875), np.float64(5.630807259780577), np.float64(29.008863819500405), np.float64(0.0), np.float64(11.06545746634235), np.float64(24.042192052933775)]",322.2,0.29,[232. 394. 460. 490. 501. 526.],3.427052777777778
PSO_5_9_0.9,36,"[   0.         2747.54161558 1732.47857648 1923.79054998 3600.
 3600.         2766.8903922  1217.79081393 3107.13414766 2989.347233
 1185.78533128 3600.            0.          755.95473057 3600.
    0.         3600.         3600.        ]","[np.float64(0.0), np.float64(22.13973904576658), np.float64(13.960343082070807), np.float64(15.501938356014897), np.float64(29.008863819500405), np.float64(29.008863819500405), np.float64(22.29565183074198), np.float64(9.812979967191213), np.float64(25.03734204402501), np.float64(24.088212997621994), np.float64(9.55507922063355), np.float64(29.008863819500405), np.float64(0.0), np.float64(6.091496620224517), np.float64(29.008863819500405), np.float64(0.0), np.float64(29.008863819500405), np.float64(29.008863819500405)]",322.5,0.15,[167. 410. 528. 420. 409. 524.],4.967627314814814
